"unit","var","subgroup","numerator","denominator"
"GEN","Lower respiratory disease",2021-04-01,17,15325
"GEN","Lower respiratory disease",2021-05-01,27,15325
"GEN","Lower respiratory disease",2021-06-01,22,15325
"GEN","Lower respiratory disease",2021-07-01,24,15325
"GEN","Lower respiratory disease",2021-08-01,24,15325
"GEN","Lower respiratory disease",2021-09-01,20,15325
"GEN","Lower respiratory disease",2021-10-01,34,15325
"GEN","Lower respiratory disease",2021-11-01,31,15325
"GEN","Lower respiratory disease",2021-12-01,32,15325
"GEN","Lower respiratory disease",2022-01-01,23,15731
"GEN","Lower respiratory disease",2022-02-01,17,15731
"GEN","Lower respiratory disease",2022-03-01,31,15731
"GEN","Lower respiratory disease",2022-04-01,31,15731
"GEN","Lower respiratory disease",2022-05-01,31,15731
"GEN","Lower respiratory disease",2022-06-01,31,15731
"GEN","Lower respiratory disease",2022-07-01,27,15731
"GEN","Lower respiratory disease",2022-08-01,27,15731
"GEN","Lower respiratory disease",2022-09-01,33,15731
"GEN","Lower respiratory disease",2022-10-01,35,15731
"GEN","Lower respiratory disease",2022-11-01,35,15731
"GEN","Lower respiratory disease",2022-12-01,54,15731
"GEN","Lower respiratory disease",2023-01-01,55,15968
"GEN","Lower respiratory disease",2023-02-01,36,15968
"GEN","Lower respiratory disease",2023-03-01,42,15968
"GEN","Lower respiratory disease",2023-04-01,25,15968
"GEN","Lower respiratory disease",2023-05-01,33,15968
"GEN","Lower respiratory disease",2023-06-01,31,15968
"GEN","Lower respiratory disease",2023-07-01,29,15968
"GEN","Lower respiratory disease",2023-08-01,24,15968
"GEN","Lower respiratory disease",2023-09-01,30,15968
"GEN","Lower respiratory disease",2023-10-01,38,15968
"GEN","Lower respiratory disease",2023-11-01,42,15968
"GEN","Lower respiratory disease",2023-12-01,53,15968
"GEN","Lower respiratory disease",2024-01-01,51,16263
"GEN","Lower respiratory disease",2024-02-01,40,16263
"GEN","Lower respiratory disease",2024-03-01,43,16263
"GEN","Lower respiratory disease",2024-04-01,44,16263
"GEN","Lower respiratory disease",2024-05-01,38,16263
"GEN","Lower respiratory disease",2024-06-01,29,16263
"GEN","Lower respiratory disease",2024-07-01,28,16263
"GEN","Lower respiratory disease",2024-08-01,32,16263
"GEN","Lower respiratory disease",2024-09-01,25,16263
"GEN","Lower respiratory disease",2024-10-01,45,16263
"GEN","Lower respiratory disease",2024-11-01,39,16263
"GEN","Lower respiratory disease",2024-12-01,53,16263
"GEN","Obstipation",2020-01-01,7,15518
"GEN","Obstipation",2020-02-01,3,15518
"GEN","Obstipation",2020-03-01,4,15518
"GEN","Obstipation",2020-04-01,9,15518
"GEN","Obstipation",2020-05-01,4,15518
"GEN","Obstipation",2020-06-01,2,15518
"GEN","Obstipation",2020-07-01,3,15518
"GEN","Obstipation",2020-08-01,3,15518
"GEN","Obstipation",2020-09-01,2,15518
"GEN","Obstipation",2020-10-01,4,15518
"GEN","Obstipation",2020-11-01,5,15518
"GEN","Obstipation",2020-12-01,5,15518
"GEN","Obstipation",2021-01-01,6,15325
"GEN","Obstipation",2021-02-01,1,15325
"GEN","Obstipation",2021-03-01,6,15325
"GEN","Obstipation",2021-04-01,2,15325
"GEN","Obstipation",2021-05-01,1,15325
"GEN","Obstipation",2021-06-01,3,15325
"GEN","Obstipation",2021-07-01,1,15325
"GEN","Obstipation",2021-08-01,6,15325
"GEN","Obstipation",2021-09-01,6,15325
"GEN","Obstipation",2021-10-01,4,15325
"GEN","Obstipation",2021-11-01,5,15325
"GEN","Obstipation",2021-12-01,3,15325
"GEN","Obstipation",2022-01-01,4,15731
"GEN","Obstipation",2022-02-01,3,15731
"GEN","Obstipation",2022-03-01,6,15731
"GEN","Obstipation",2022-04-01,13,15731
"GEN","Obstipation",2022-05-01,3,15731
"GEN","Obstipation",2022-06-01,6,15731
"GEN","Obstipation",2022-07-01,8,15731
"GEN","Obstipation",2022-08-01,1,15731
"GEN","Obstipation",2022-09-01,4,15731
"GEN","Obstipation",2022-10-01,3,15731
"GEN","Obstipation",2022-11-01,2,15731
"GEN","Obstipation",2022-12-01,4,15731
"GEN","Obstipation",2023-01-01,1,15968
"GEN","Obstipation",2023-02-01,10,15968
"GEN","Obstipation",2023-03-01,5,15968
"GEN","Obstipation",2023-04-01,6,15968
"GEN","Obstipation",2023-05-01,5,15968
"GEN","Obstipation",2023-06-01,5,15968
"GEN","Obstipation",2023-07-01,2,15968
"GEN","Obstipation",2023-08-01,4,15968
"GEN","Obstipation",2023-09-01,4,15968
"GEN","Obstipation",2023-10-01,2,15968
"GEN","Obstipation",2023-11-01,3,15968
"GEN","Obstipation",2023-12-01,3,15968
"GEN","Obstipation",2024-01-01,7,16263
"GEN","Obstipation",2024-02-01,4,16263
"GEN","Obstipation",2024-03-01,6,16263
"GEN","Obstipation",2024-04-01,4,16263
"GEN","Obstipation",2024-05-01,3,16263
"GEN","Obstipation",2024-06-01,3,16263
"GEN","Obstipation",2024-07-01,9,16263
"GEN","Obstipation",2024-08-01,4,16263
"GEN","Obstipation",2024-09-01,2,16263
"GEN","Obstipation",2024-10-01,2,16263
"GEN","Obstipation",2024-11-01,4,16263
"GEN","Obstipation",2024-12-01,4,16263
"GEN","Urinary tract infection",2020-01-01,22,15518
"GEN","Urinary tract infection",2020-02-01,11,15518
"GEN","Urinary tract infection",2020-03-01,12,15518
"GEN","Urinary tract infection",2020-04-01,10,15518
"GEN","Urinary tract infection",2020-05-01,11,15518
"GEN","Urinary tract infection",2020-06-01,24,15518
"GEN","Urinary tract infection",2020-07-01,19,15518
"GEN","Urinary tract infection",2020-08-01,23,15518
"GEN","Urinary tract infection",2020-09-01,13,15518
"GEN","Urinary tract infection",2020-10-01,18,15518
"GEN","Urinary tract infection",2020-11-01,15,15518
"GEN","Urinary tract infection",2020-12-01,22,15518
"GEN","Urinary tract infection",2021-01-01,15,15325
"GEN","Urinary tract infection",2021-02-01,15,15325
"GEN","Urinary tract infection",2021-03-01,16,15325
"GEN","Urinary tract infection",2021-04-01,28,15325
"GEN","Urinary tract infection",2021-05-01,16,15325
"GEN","Urinary tract infection",2021-06-01,18,15325
"GEN","Urinary tract infection",2021-07-01,11,15325
"GEN","Urinary tract infection",2021-08-01,21,15325
"GEN","Urinary tract infection",2021-09-01,15,15325
"GEN","Urinary tract infection",2021-10-01,24,15325
"GEN","Urinary tract infection",2021-11-01,15,15325
"GEN","Urinary tract infection",2021-12-01,16,15325
"GEN","Urinary tract infection",2022-01-01,28,15731
"GEN","Urinary tract infection",2022-02-01,18,15731
"GEN","Urinary tract infection",2022-03-01,23,15731
"GEN","Urinary tract infection",2022-04-01,19,15731
"GEN","Urinary tract infection",2022-05-01,19,15731
"GEN","Urinary tract infection",2022-06-01,13,15731
"GEN","Urinary tract infection",2022-07-01,22,15731
"GEN","Urinary tract infection",2022-08-01,19,15731
"GEN","Urinary tract infection",2022-09-01,17,15731
"GEN","Urinary tract infection",2022-10-01,11,15731
"GEN","Urinary tract infection",2022-11-01,15,15731
"GEN","Urinary tract infection",2022-12-01,23,15731
"GEN","Urinary tract infection",2023-01-01,12,15968
"GEN","Urinary tract infection",2023-02-01,21,15968
"GEN","Urinary tract infection",2023-03-01,15,15968
"GEN","Urinary tract infection",2023-04-01,30,15968
"GEN","Urinary tract infection",2023-05-01,22,15968
"GEN","Urinary tract infection",2023-06-01,16,15968
"GEN","Urinary tract infection",2023-07-01,17,15968
"GEN","Urinary tract infection",2023-08-01,22,15968
"GEN","Urinary tract infection",2023-09-01,18,15968
"GEN","Urinary tract infection",2023-10-01,23,15968
"GEN","Urinary tract infection",2023-11-01,18,15968
"GEN","Urinary tract infection",2023-12-01,17,15968
"GEN","Urinary tract infection",2024-01-01,20,16263
"GEN","Urinary tract infection",2024-02-01,20,16263
"GEN","Urinary tract infection",2024-03-01,15,16263
"GEN","Urinary tract infection",2024-04-01,16,16263
"GEN","Urinary tract infection",2024-05-01,21,16263
"GEN","Urinary tract infection",2024-06-01,12,16263
"GEN","Urinary tract infection",2024-07-01,12,16263
"GEN","Urinary tract infection",2024-08-01,16,16263
"GEN","Urinary tract infection",2024-09-01,27,16263
"GEN","Urinary tract infection",2024-10-01,14,16263
"GEN","Urinary tract infection",2024-11-01,21,16263
"GEN","Urinary tract infection",2024-12-01,21,16263
"GLA","All diagnoses",2020-01-01,97,11773
"GLA","All diagnoses",2020-02-01,95,11773
"GLA","All diagnoses",2020-03-01,93,11773
"GLA","All diagnoses",2020-04-01,68,11773
"GLA","All diagnoses",2020-05-01,65,11773
"GLA","All diagnoses",2020-06-01,59,11773
"GLA","All diagnoses",2020-07-01,72,11773
"GLA","All diagnoses",2020-08-01,72,11773
"GLA","All diagnoses",2020-09-01,73,11773
"GLA","All diagnoses",2020-10-01,67,11773
"GLA","All diagnoses",2020-11-01,76,11773
"GLA","All diagnoses",2020-12-01,82,11773
"GLA","All diagnoses",2021-01-01,63,11675
"GLA","All diagnoses",2021-02-01,76,11675
"GLA","All diagnoses",2021-03-01,61,11675
"GLA","All diagnoses",2021-04-01,58,11675
"GLA","All diagnoses",2021-05-01,70,11675
"GLA","All diagnoses",2021-06-01,62,11675
"GLA","All diagnoses",2021-07-01,93,11675
"GLA","All diagnoses",2021-08-01,91,11675
"GLA","All diagnoses",2021-09-01,72,11675
"GLA","All diagnoses",2021-10-01,77,11675
"GLA","All diagnoses",2021-11-01,105,11675
"GLA","All diagnoses",2021-12-01,78,11675
"GLA","All diagnoses",2022-01-01,76,11830
"GLA","All diagnoses",2022-02-01,67,11830
"GLA","All diagnoses",2022-03-01,81,11830
"GLA","All diagnoses",2022-04-01,84,11830
"GLA","All diagnoses",2022-05-01,77,11830
"GLA","All diagnoses",2022-06-01,78,11830
"GLA","All diagnoses",2022-07-01,66,11830
"GLA","All diagnoses",2022-08-01,93,11830
"GLA","All diagnoses",2022-09-01,97,11830
"GLA","All diagnoses",2022-10-01,86,11830
"GLA","All diagnoses",2022-11-01,90,11830
"GLA","All diagnoses",2022-12-01,97,11830
"GLA","All diagnoses",2023-01-01,69,11904
"GLA","All diagnoses",2023-02-01,81,11904
"GLA","All diagnoses",2023-03-01,80,11904
"GLA","All diagnoses",2023-04-01,101,11904
"GLA","All diagnoses",2023-05-01,88,11904
"GLA","All diagnoses",2023-06-01,84,11904
"GLA","All diagnoses",2023-07-01,78,11904
"GLA","All diagnoses",2023-08-01,82,11904
"GLA","All diagnoses",2023-09-01,102,11904
"GLA","All diagnoses",2023-10-01,84,11904
"GLA","All diagnoses",2023-11-01,88,11904
"GLA","All diagnoses",2023-12-01,98,11904
"GLA","All diagnoses",2024-01-01,105,11993
"GLA","All diagnoses",2024-02-01,77,11993
"GLA","All diagnoses",2024-03-01,113,11993
"GLA","All diagnoses",2024-04-01,83,11993
"GLA","All diagnoses",2024-05-01,90,11993
"GLA","All diagnoses",2024-06-01,82,11993
"GLA","All diagnoses",2024-07-01,98,11993
"GLA","All diagnoses",2024-08-01,78,11993
"GLA","All diagnoses",2024-09-01,76,11993
"GLA","All diagnoses",2024-10-01,77,11993
"GLA","All diagnoses",2024-11-01,73,11993
"GLA","All diagnoses",2024-12-01,112,11993
"GLA","Fracture from fall",2020-01-01,27,11773
"GLA","Fracture from fall",2020-02-01,33,11773
"GLA","Fracture from fall",2020-03-01,38,11773
"GLA","Fracture from fall",2020-04-01,28,11773
"GLA","Fracture from fall",2020-05-01,29,11773
"GLA","Fracture from fall",2020-06-01,31,11773
"GLA","Fracture from fall",2020-07-01,32,11773
"GLA","Fracture from fall",2020-08-01,35,11773
"GLA","Fracture from fall",2020-09-01,30,11773
"GLA","Fracture from fall",2020-10-01,30,11773
"GLA","Fracture from fall",2020-11-01,35,11773
"GLA","Fracture from fall",2020-12-01,30,11773
"GLA","Fracture from fall",2021-01-01,32,11675
"GLA","Fracture from fall",2021-02-01,42,11675
"GLA","Fracture from fall",2021-03-01,25,11675
"GLA","Fracture from fall",2021-04-01,21,11675
"GLA","Fracture from fall",2021-05-01,25,11675
"GLA","Fracture from fall",2021-06-01,24,11675
"GLA","Fracture from fall",2021-07-01,44,11675
"GLA","Fracture from fall",2021-08-01,34,11675
"GLA","Fracture from fall",2021-09-01,26,11675
"GLA","Fracture from fall",2021-10-01,34,11675
"GLA","Fracture from fall",2021-11-01,41,11675
"GLA","Fracture from fall",2021-12-01,28,11675
"GLA","Fracture from fall",2022-01-01,31,11830
"GLA","Fracture from fall",2022-02-01,31,11830
"GLA","Fracture from fall",2022-03-01,32,11830
"GLA","Fracture from fall",2022-04-01,32,11830
"GLA","Fracture from fall",2022-05-01,32,11830
"GLA","Fracture from fall",2022-06-01,24,11830
"GLA","Fracture from fall",2022-07-01,27,11830
"GLA","Fracture from fall",2022-08-01,41,11830
"GLA","Fracture from fall",2022-09-01,42,11830
"GLA","Fracture from fall",2022-10-01,33,11830
"GLA","Fracture from fall",2022-11-01,33,11830
"GLA","Fracture from fall",2022-12-01,37,11830
"GLA","Fracture from fall",2023-01-01,29,11904
"GLA","Fracture from fall",2023-02-01,30,11904
"GLA","Fracture from fall",2023-03-01,23,11904
"GLA","Fracture from fall",2023-04-01,28,11904
"GLA","Fracture from fall",2023-05-01,38,11904
"GLA","Fracture from fall",2023-06-01,39,11904
"GLA","Fracture from fall",2023-07-01,34,11904
"GLA","Fracture from fall",2023-08-01,28,11904
"GLA","Fracture from fall",2023-09-01,40,11904
"GLA","Fracture from fall",2023-10-01,38,11904
"GLA","Fracture from fall",2023-11-01,41,11904
"GLA","Fracture from fall",2023-12-01,24,11904
"GLA","Fracture from fall",2024-01-01,40,11993
"GLA","Fracture from fall",2024-02-01,20,11993
"GLA","Fracture from fall",2024-03-01,34,11993
"GLA","Fracture from fall",2024-04-01,31,11993
"GLA","Fracture from fall",2024-05-01,41,11993
"GLA","Fracture from fall",2024-06-01,34,11993
"GLA","Fracture from fall",2024-07-01,36,11993
"GLA","Fracture from fall",2024-08-01,28,11993
"GLA","Fracture from fall",2024-09-01,25,11993
"GLA","Fracture from fall",2024-10-01,28,11993
"GLA","Fracture from fall",2024-11-01,29,11993
"GLA","Fracture from fall",2024-12-01,46,11993
"GLA","Gastroenteritis",2020-01-01,1,11773
"GLA","Gastroenteritis",2020-02-01,3,11773
"GLA","Gastroenteritis",2020-03-01,2,11773
"GLA","Gastroenteritis",2020-04-01,3,11773
"GLA","Gastroenteritis",2020-05-01,2,11773
"GLA","Gastroenteritis",2020-06-01,1,11773
"GLA","Gastroenteritis",2020-07-01,4,11773
"GLA","Gastroenteritis",2020-08-01,3,11773
"GLA","Gastroenteritis",2020-09-01,3,11773
"GLA","Gastroenteritis",2020-10-01,2,11773
"GLA","Gastroenteritis",2020-11-01,1,11773
"GLA","Gastroenteritis",2020-12-01,7,11773
"GLA","Gastroenteritis",2021-01-01,4,11675
"GLA","Gastroenteritis",2021-02-01,2,11675
"GLA","Gastroenteritis",2021-03-01,4,11675
"GLA","Gastroenteritis",2021-04-01,4,11675
"GLA","Gastroenteritis",2021-05-01,3,11675
"GLA","Gastroenteritis",2021-06-01,2,11675
"GLA","Gastroenteritis",2021-07-01,2,11675
"GLA","Gastroenteritis",2021-08-01,2,11675
"GLA","Gastroenteritis",2021-09-01,1,11675
"GLA","Gastroenteritis",2021-10-01,2,11675
"GLA","Gastroenteritis",2021-11-01,5,11675
"GLA","Gastroenteritis",2021-12-01,2,11675
"GLA","Gastroenteritis",2022-01-01,3,11830
"GLA","Gastroenteritis",2022-02-01,4,11830
"GLA","Gastroenteritis",2022-03-01,1,11830
"GLA","Gastroenteritis",2022-04-01,0,11830
"GLA","Gastroenteritis",2022-05-01,2,11830
"GLA","Gastroenteritis",2022-06-01,3,11830
"GLA","Gastroenteritis",2022-07-01,5,11830
"GLA","Gastroenteritis",2022-08-01,4,11830
"GLA","Gastroenteritis",2022-09-01,2,11830
"GLA","Gastroenteritis",2022-10-01,2,11830
"GLA","Gastroenteritis",2022-11-01,5,11830
"GLA","Gastroenteritis",2022-12-01,2,11830
"GLA","Gastroenteritis",2023-01-01,4,11904
"GLA","Gastroenteritis",2023-02-01,1,11904
"GLA","Gastroenteritis",2023-03-01,2,11904
"GLA","Gastroenteritis",2023-04-01,3,11904
"GLA","Gastroenteritis",2023-05-01,3,11904
"GLA","Gastroenteritis",2023-06-01,3,11904
"GLA","Gastroenteritis",2023-07-01,5,11904
"GLA","Gastroenteritis",2023-08-01,4,11904
"GLA","Gastroenteritis",2023-09-01,2,11904
"GLA","Gastroenteritis",2023-10-01,3,11904
"GLA","Gastroenteritis",2023-11-01,3,11904
"GLA","Gastroenteritis",2023-12-01,7,11904
"GLA","Gastroenteritis",2024-01-01,1,11993
"GLA","Gastroenteritis",2024-02-01,2,11993
"GLA","Gastroenteritis",2024-03-01,4,11993
"GLA","Gastroenteritis",2024-04-01,3,11993
"GLA","Gastroenteritis",2024-05-01,0,11993
"GLA","Gastroenteritis",2024-06-01,2,11993
"GLA","Gastroenteritis",2024-07-01,3,11993
"GLA","Gastroenteritis",2024-08-01,1,11993
"GLA","Gastroenteritis",2024-09-01,2,11993
"GLA","Gastroenteritis",2024-10-01,4,11993
"GLA","Gastroenteritis",2024-11-01,0,11993
"GLA","Gastroenteritis",2024-12-01,3,11993
"GLA","Lower respiratory disease",2020-01-01,51,11773
"GLA","Lower respiratory disease",2020-02-01,36,11773
"GLA","Lower respiratory disease",2020-03-01,33,11773
"GLA","Lower respiratory disease",2020-04-01,22,11773
"GLA","Lower respiratory disease",2020-05-01,19,11773
"GLA","Lower respiratory disease",2020-06-01,14,11773
"GLA","Lower respiratory disease",2020-07-01,21,11773
"GLA","Lower respiratory disease",2020-08-01,21,11773
"GLA","Lower respiratory disease",2020-09-01,18,11773
"GLA","Lower respiratory disease",2020-10-01,23,11773
"GLA","Lower respiratory disease",2020-11-01,26,11773
"GLA","Lower respiratory disease",2020-12-01,25,11773
"GLA","Lower respiratory disease",2021-01-01,13,11675
"GLA","Lower respiratory disease",2021-02-01,7,11675
"GLA","Lower respiratory disease",2021-03-01,19,11675
"GLA","Lower respiratory disease",2021-04-01,11,11675
"GLA","Lower respiratory disease",2021-05-01,24,11675
"GLA","Lower respiratory disease",2021-06-01,20,11675
"GLA","Lower respiratory disease",2021-07-01,20,11675
"GLA","Lower respiratory disease",2021-08-01,19,11675
"GLA","Lower respiratory disease",2021-09-01,26,11675
"GLA","Lower respiratory disease",2021-10-01,25,11675
"GLA","Lower respiratory disease",2021-11-01,37,11675
"GLA","Lower respiratory disease",2021-12-01,27,11675
"GLA","Lower respiratory disease",2022-01-01,25,11830
"GLA","Lower respiratory disease",2022-02-01,20,11830
"GLA","Lower respiratory disease",2022-03-01,32,11830
"GLA","Lower respiratory disease",2022-04-01,34,11830
"GLA","Lower respiratory disease",2022-05-01,23,11830
"GLA","Lower respiratory disease",2022-06-01,38,11830
"GLA","Lower respiratory disease",2022-07-01,15,11830
"GLA","Lower respiratory disease",2022-08-01,26,11830
"GLA","Lower respiratory disease",2022-09-01,28,11830
"GLA","Lower respiratory disease",2022-10-01,29,11830
"GLA","Lower respiratory disease",2022-11-01,40,11830
"GLA","Lower respiratory disease",2022-12-01,40,11830
"GLA","Lower respiratory disease",2023-01-01,27,11904
"GLA","Lower respiratory disease",2023-02-01,39,11904
"GLA","Lower respiratory disease",2023-03-01,40,11904
"GLA","Lower respiratory disease",2023-04-01,56,11904
"GLA","Lower respiratory disease",2023-05-01,28,11904
"GLA","Lower respiratory disease",2023-06-01,29,11904
"GLA","Lower respiratory disease",2023-07-01,28,11904
"GLA","Lower respiratory disease",2023-08-01,33,11904
"GLA","Lower respiratory disease",2023-09-01,33,11904
"GLA","Lower respiratory disease",2023-10-01,34,11904
"GLA","Lower respiratory disease",2023-11-01,28,11904
"GLA","Lower respiratory disease",2023-12-01,44,11904
"GLA","Lower respiratory disease",2024-01-01,49,11993
"GLA","Lower respiratory disease",2024-02-01,40,11993
"GLA","Lower respiratory disease",2024-03-01,51,11993
"GLA","Lower respiratory disease",2024-04-01,31,11993
"GLA","Lower respiratory disease",2024-05-01,33,11993
"GLA","Lower respiratory disease",2024-06-01,24,11993
"GLA","Lower respiratory disease",2024-07-01,44,11993
"GLA","Lower respiratory disease",2024-08-01,26,11993
"GLA","Lower respiratory disease",2024-09-01,27,11993
"GLA","Lower respiratory disease",2024-10-01,29,11993
"GLA","Lower respiratory disease",2024-11-01,31,11993
"GLA","Lower respiratory disease",2024-12-01,44,11993
"GLA","Obstipation",2020-01-01,1,11773
"GLA","Obstipation",2020-02-01,4,11773
"GLA","Obstipation",2020-03-01,3,11773
"GLA","Obstipation",2020-04-01,2,11773
"GLA","Obstipation",2020-05-01,4,11773
"GLA","Obstipation",2020-06-01,4,11773
"GLA","Obstipation",2020-07-01,3,11773
"GLA","Obstipation",2020-08-01,7,11773
"GLA","Obstipation",2020-09-01,3,11773
"GLA","Obstipation",2020-10-01,5,11773
"GLA","Obstipation",2020-11-01,2,11773
"GLA","Obstipation",2020-12-01,7,11773
"GLA","Obstipation",2021-01-01,3,11675
"GLA","Obstipation",2021-02-01,9,11675
"GLA","Obstipation",2021-03-01,3,11675
"GLA","Obstipation",2021-04-01,4,11675
"GLA","Obstipation",2021-05-01,1,11675
"GLA","Obstipation",2021-06-01,2,11675
"GLA","Obstipation",2021-07-01,5,11675
"GLA","Obstipation",2021-08-01,8,11675
"GLA","Obstipation",2021-09-01,4,11675
"GLA","Obstipation",2021-10-01,2,11675
"GLA","Obstipation",2021-11-01,2,11675
"GLA","Obstipation",2021-12-01,3,11675
"GLA","Obstipation",2022-01-01,6,11830
"GLA","Obstipation",2022-02-01,1,11830
"GLA","Obstipation",2022-03-01,6,11830
"GLA","Obstipation",2022-04-01,2,11830
"GLA","Obstipation",2022-05-01,4,11830
"GLA","Obstipation",2022-06-01,2,11830
"GLA","Obstipation",2022-07-01,4,11830
"GLA","Obstipation",2022-08-01,2,11830
"GLA","Obstipation",2022-09-01,5,11830
"GLA","Obstipation",2022-10-01,3,11830
"GLA","Obstipation",2022-11-01,2,11830
"GLA","Obstipation",2022-12-01,4,11830
"GLA","Obstipation",2023-01-01,1,11904
"GLA","Obstipation",2023-02-01,5,11904
"GLA","Obstipation",2023-03-01,2,11904
"GLA","Obstipation",2023-04-01,3,11904
"GLA","Obstipation",2023-05-01,10,11904
"GLA","Obstipation",2023-06-01,3,11904
"GLA","Obstipation",2023-07-01,2,11904
"GLA","Obstipation",2023-08-01,8,11904
"GLA","Obstipation",2023-09-01,8,11904
"GLA","Obstipation",2023-10-01,1,11904
"GLA","Obstipation",2023-11-01,5,11904
"GLA","Obstipation",2023-12-01,5,11904
"GLA","Obstipation",2024-01-01,4,11993
"GLA","Obstipation",2024-02-01,3,11993
"GLA","Obstipation",2024-03-01,7,11993
"GLA","Obstipation",2024-04-01,6,11993
"GLA","Obstipation",2024-05-01,5,11993
"GLA","Obstipation",2024-06-01,2,11993
"GLA","Obstipation",2024-07-01,2,11993
"GLA","Obstipation",2024-08-01,5,11993
"GLA","Obstipation",2024-09-01,7,11993
"GLA","Obstipation",2024-10-01,1,11993
"GLA","Obstipation",2024-11-01,2,11993
"GLA","Obstipation",2024-12-01,6,11993
"GLA","Urinary tract infection",2020-01-01,17,11773
"GLA","Urinary tract infection",2020-02-01,19,11773
"GLA","Urinary tract infection",2020-03-01,17,11773
"GLA","Urinary tract infection",2020-04-01,13,11773
"GLA","Urinary tract infection",2020-05-01,11,11773
"GLA","Urinary tract infection",2020-06-01,9,11773
"GLA","Urinary tract infection",2020-07-01,12,11773
"GLA","Urinary tract infection",2020-08-01,6,11773
"GLA","Urinary tract infection",2020-09-01,19,11773
"GLA","Urinary tract infection",2020-10-01,7,11773
"GLA","Urinary tract infection",2020-11-01,12,11773
"GLA","Urinary tract infection",2020-12-01,13,11773
"GLA","Urinary tract infection",2021-01-01,11,11675
"GLA","Urinary tract infection",2021-02-01,16,11675
"GLA","Urinary tract infection",2021-03-01,10,11675
"GLA","Urinary tract infection",2021-04-01,18,11675
"GLA","Urinary tract infection",2021-05-01,17,11675
"GLA","Urinary tract infection",2021-06-01,14,11675
"GLA","Urinary tract infection",2021-07-01,22,11675
"GLA","Urinary tract infection",2021-08-01,28,11675
"GLA","Urinary tract infection",2021-09-01,15,11675
"GLA","Urinary tract infection",2021-10-01,14,11675
"GLA","Urinary tract infection",2021-11-01,20,11675
"GLA","Urinary tract infection",2021-12-01,18,11675
"GLA","Urinary tract infection",2022-01-01,11,11830
"GLA","Urinary tract infection",2022-02-01,11,11830
"GLA","Urinary tract infection",2022-03-01,10,11830
"GLA","Urinary tract infection",2022-04-01,16,11830
"GLA","Urinary tract infection",2022-05-01,16,11830
"GLA","Urinary tract infection",2022-06-01,11,11830
"GLA","Urinary tract infection",2022-07-01,15,11830
"GLA","Urinary tract infection",2022-08-01,20,11830
"GLA","Urinary tract infection",2022-09-01,20,11830
"GLA","Urinary tract infection",2022-10-01,19,11830
"GLA","Urinary tract infection",2022-11-01,10,11830
"GLA","Urinary tract infection",2022-12-01,14,11830
"GLA","Urinary tract infection",2023-01-01,8,11904
"GLA","Urinary tract infection",2023-02-01,6,11904
"GLA","Urinary tract infection",2023-03-01,13,11904
"GLA","Urinary tract infection",2023-04-01,11,11904
"GLA","Urinary tract infection",2023-05-01,9,11904
"GLA","Urinary tract infection",2023-06-01,10,11904
"GLA","Urinary tract infection",2023-07-01,9,11904
"GLA","Urinary tract infection",2023-08-01,9,11904
"GLA","Urinary tract infection",2023-09-01,19,11904
"GLA","Urinary tract infection",2023-10-01,8,11904
"GLA","Urinary tract infection",2023-11-01,11,11904
"GLA","Urinary tract infection",2023-12-01,18,11904
"GLA","Urinary tract infection",2024-01-01,11,11993
"GLA","Urinary tract infection",2024-02-01,12,11993
"GLA","Urinary tract infection",2024-03-01,17,11993
"GLA","Urinary tract infection",2024-04-01,12,11993
"GLA","Urinary tract infection",2024-05-01,11,11993
"GLA","Urinary tract infection",2024-06-01,20,11993
"GLA","Urinary tract infection",2024-07-01,13,11993
"GLA","Urinary tract infection",2024-08-01,18,11993
"GLA","Urinary tract infection",2024-09-01,15,11993
"GLA","Urinary tract infection",2024-10-01,15,11993
"GLA","Urinary tract infection",2024-11-01,11,11993
"GLA","Urinary tract infection",2024-12-01,13,11993
"HER","All diagnoses",2020-01-01,56,5522
"HER","All diagnoses",2020-02-01,55,5522
"HER","All diagnoses",2020-03-01,43,5522
"HER","All diagnoses",2020-04-01,36,5522
"HER","All diagnoses",2020-05-01,36,5522
"HER","All diagnoses",2020-06-01,29,5522
"HER","All diagnoses",2020-07-01,35,5522
"HER","All diagnoses",2020-08-01,48,5522
"HER","All diagnoses",2020-09-01,38,5522
"HER","All diagnoses",2020-10-01,26,5522
"HER","All diagnoses",2020-11-01,39,5522
"HER","All diagnoses",2020-12-01,45,5522
"HER","All diagnoses",2021-01-01,43,5516
"HER","All diagnoses",2021-02-01,43,5516
"HER","All diagnoses",2021-03-01,37,5516
"HER","All diagnoses",2021-04-01,34,5516
"HER","All diagnoses",2021-05-01,39,5516
"HER","All diagnoses",2021-06-01,34,5516
"HER","All diagnoses",2021-07-01,34,5516
"HER","All diagnoses",2021-08-01,42,5516
"HER","All diagnoses",2021-09-01,40,5516
"HER","All diagnoses",2021-10-01,53,5516
"HER","All diagnoses",2021-11-01,30,5516
"HER","All diagnoses",2021-12-01,46,5516
"HER","All diagnoses",2022-01-01,50,5606
"HER","All diagnoses",2022-02-01,27,5606
"HER","All diagnoses",2022-03-01,43,5606
"HER","All diagnoses",2022-04-01,60,5606
"HER","All diagnoses",2022-05-01,43,5606
"HER","All diagnoses",2022-06-01,57,5606
"HER","All diagnoses",2022-07-01,40,5606
"HER","All diagnoses",2022-08-01,58,5606
"HER","All diagnoses",2022-09-01,35,5606
